communityId,unitType,unitCategory,unitNumber,status,available,moveout,priorRent,sf,pmsUnitType,offset,amenities,amenityAmount,leaseTerm,baseRent,totalConcession,effectiveRent
571a64fb3004565451453b7b,1X1A ,1X1,2N108,On Notice,6/12/16,6/5/16,782,658,195.a2r,0," First Floor, Renovated 1 BD",10,11,770,0,770
571a64fb3004565451453b7b,1X1A ,1X1,2L213,On Notice,6/21/16,6/11/16,694,658,195.a2r,0," Renovated 1 BD, Washer/Dryer - Stackable",60,11,825,0,825
571a64fb3004565451453b7b,1X1A ,1X1,2A106,On Notice,6/23/16,6/13/16,700,658,195.a2r,0," First Floor, Renovated 1 BD",10,11,775,0,775
571a64fb3004565451453b7b,1X1A ,1X1,2A204,On Notice,8/3/16,7/24/16,710,658,195.a2r,0, Renovated 1 BD,0,10,760,0,760
571a64fb3004565451453b7b,2X1 ,2X1,,,,,,,,,,,,,,
571a64fb3004565451453b7b,2X1 ,2X1,2D101,Vacant Ready,4/22/16,12/7/15,745,850,195.b1r,0," First Floor, Location Adjustment, Renovated 2 BD",-10,10,790,0,790
571a64fb3004565451453b7b,2X1 ,2X1,2G201,Vacant Ready,4/22/16,3/31/16,789,850,195.b1r,0," Location Adjustment, Renovated 2 BD",50,10,850,0,850
571a64fb3004565451453b7b,2X1 ,2X1,2I105,Vacant Ready,4/22/16,3/31/16,802,850,195.b1r,0," First Floor, Location Adjustment, Renovated 2 BD",60,10,860,0,860
571a64fb3004565451453b7b,2X1 ,2X1,2K208,On Notice,5/10/16,4/30/16,783,850,195.b1,0," Classic 2 BD, Location Adjustment",-90,12,715,0,715
571a64fb3004565451453b7b,2X1 ,2X1,2D208,On Notice,6/29/16,6/19/16,933,850,195.b1r,0," Location Adjustment, Renovated 2 BD",-20,11,810,0,810
571a64fb3004565451453b7b,2X2 ,2X2,,,,,,,,,,,,,,
571a64fb3004565451453b7b,2X2 ,2X2,2G203,Vacant Unavailable,4/22/16,4/2/16,864,852,195.c1r,0," Location Adjustment, Renovated 2 BD",-20,12,855,0,855
571a64fb3004565451453b7b,2X2 ,2X2,2H103,Vacant Ready,4/22/16,2/17/16,785,852,195.c1r,0," First Floor, Location Adjustment, Renovated 2 BD",-10,12,865,0,865
571a64fb3004565451453b7b,2X2 ,2X2,2K205,Vacant Unavailable,4/29/16,4/19/16,785,852,195.c1r,0," Location Adjustment, Renovated 2 BD, Washer/Dryer - Stackable",40,12,925,0,925
571a64fb3004565451453b7b,2X2 ,2X2,2D205,On Notice,5/10/16,4/30/16,839,852,195.c1r,0," Location Adjustment, Renovated 2 BD",-20,11,870,0,870
571a64fb3004565451453b7b,2X2 ,2X2,2K206,On Notice,6/10/16,5/31/16,970,852,195.c1r,0," Location Adjustment, Renovated 2 BD, Washer/Dryer - Stackable",40,11,930,0,930
571a64fb3004565451453b7b,2X2 ,2X2,2K102,On Notice,6/30/16,6/20/16,835,852,195.c1r,0," First Floor, Location Adjustment, Renovated 2 BD",-10,10,865,0,865
571a64fb3004565451453b7b,2X2A ,2X2,,,,,,,,,,,,,,
571a64fb3004565451453b7b,2X2A ,2X2,A105,Vacant Unavailable,4/22/16,4/7/16,815,871,195.c2r,0," First Floor, Renovated 2 BD",10,12,955,0,955
571a64fb3004565451453b7b,2X2A ,2X2,L105,On Notice,6/9/16,5/30/16,944,871,195.c2r,0," First Floor, Renovated 2 BD",10,11,970,0,970
571a64fb3004565451453b7b,2X2A ,2X2,A206,On Notice,6/10/16,5/31/16,837,871,195.c2r,0," Renovated 2 BD, Upgraded Appliances, Upgraded Cabinets, Washer/Dryer - Stackable",110,11,1070,0,1070
571a64fb3004565451453b7b,2X2A ,2X2,C104,On Notice,6/25/16,6/15/16,810,871,195.c2r,0," First Floor, Location Adjustment, Renovated 2 BD",-10,10,935,0,935
571a64fb3004565451453b7b,2X2A ,2X2,Q105,On Notice,6/25/16,6/15/16,780,871,195.c2r,0," First Floor, Renovated 2 BD",10,10,955,0,955
571a64fb3004565451453b7b,2X2A ,2X2,D203,On Notice,6/29/16,6/19/16,815,871,195.c2r,0," Renovated 2 BD, Washer/Dryer - Stackable",60,10,1005,0,1005
571a64fb3004565451453b7b,2X2A ,2X2,M102,On Notice,7/1/16,6/21/16,780,871,195.c2r,0," First Floor, Renovated 2 BD",10,10,955,0,955
571a64fb3004565451453b7b,2X2A ,2X2,F201,On Notice,7/15/16,7/5/16,864,871,195.c2r,0," Courtyard View, Renovated 2 BD, Washer/Dryer - Stackable",70,12,1010,0,1010
571a64fb3004565451453b7b,STUD ,STUD,,,,,,,,,,,,,,
571a64fb3004565451453b7b,STUD ,STUD,2M204,On Notice,5/3/16,4/23/16,575,375,195.sr,0, Renovated Studio,0,11,630,0,630
571a64fb3004565451453b7b,STUD ,STUD,2B208,On Notice,5/11/16,5/1/16,585,375,195.sr,0, Renovated Studio,0,10,630,0,630
571a64fb3004565451453b7b,STUD ,STUD,2M201,On Notice,5/24/16,5/14/16,585,375,195.sr,0, Renovated Studio,0,11,635,0,635
571a64fb3004565451453b7b,STUD ,STUD,2J102,On Notice,5/25/16,5/15/16,640,375,195.sr,0," First Floor, Renovated Studio",10,11,645,0,645
571a64fb3004565451453b7b,STUD ,STUD,2J107,On Notice,6/6/16,5/27/16,615,375,195.sr,0," First Floor, Renovated Studio",10,11,645,0,645
571a64fb3004565451453b7b,STUD ,STUD,2B203,On Notice,6/7/16,5/28/16,683,375,195.sr,0, Renovated Studio,0,11,635,0,635
571a64fb3004565451453b7b,STUD ,STUD,2M101,On Notice,6/28/16,6/18/16,600,375,195.sr,0," First Floor, Renovated Studio",10,10,640,0,640
571a64fb3004565451453b7b,STUD ,STUD,2M202,On Notice,6/29/16,6/19/16,585,375,195.sr,0, Renovated Studio,0,10,630,0,630
571a64fc3004565451453b7c,1X1R ,1X1,,,,,,,,,,,,,,
571a64fc3004565451453b7c,1X1R ,1X1,3-A3,Vacant Unavailable,4/22/16,12/31/15,875,705,196.a1r,0," 1st Floor, ADA Modified, Renovated 1 BD",40,11,980,0,980
571a64fc3004565451453b7c,1X1R ,1X1,3-B6,Vacant Unavailable,4/22/16,12/23/15,865,705,196.a1r,0," 2nd Floor, Corner Unit, Renovated 1 BD",80,11,1020,0,1020
571a64fc3004565451453b7c,1X1R ,1X1,5-C8,Vacant Ready,4/22/16,11/9/15,815,705,196.a1r,0," Corner Unit, Renovated 1 BD+",90,11,1030,0,1030
571a64fc3004565451453b7c,2X1R ,2X1,,,,,,,,,,,,,,
571a64fc3004565451453b7c,2X1R ,2X1,1-A2,Vacant Unavailable,4/22/16,12/22/15,980,820,196.b1r,0," 1st Floor, Renovated 2 BD",75,12,1040,0,1040
571a64fc3004565451453b7c,2X1R ,2X1,1-A3,Vacant Ready,4/22/16,12/29/15,738,820,196.b1r,0," 1st Floor, Renovated 2 BD+",105,12,1070,0,1070
571a64fc3004565451453b7c,2X1R ,2X1,1-A5,Vacant Unavailable,4/22/16,12/17/15,996,820,196.b1r,0," 1st Floor+, Renovated 2 BD",105,12,1070,0,1070
571a64fc3004565451453b7c,2X1R ,2X1,2-C2,Vacant Unavailable,4/22/16,12/31/15,970,820,196.b1r,0, Renovated 2 BD+,90,12,1055,0,1055
571a64fc3004565451453b7c,2X1R ,2X1,2-C3,Vacant Unavailable,4/22/16,1/2/16,965,820,196.b1r,0, Renovated 2 BD,60,12,1025,0,1025
571a64fc3004565451453b7c,2X1R ,2X1,4-B4,Vacant Unavailable,4/22/16,12/31/15,894,820,196.b1r,0," 2nd Floor, Renovated 2 BD+",100,12,1065,0,1065
571a64fc3004565451453b7c,2X1R ,2X1,6-B5,Vacant Ready,4/22/16,11/20/15,888,820,196.b1r,0," 2nd Floor, Renovated 2 BD",70,12,1035,0,1035
571a64fc3004565451453b7d,1X1 ,1X1,,,,,,,,,,,,,,
571a64fc3004565451453b7d,1X1 ,1X1,C206,On Notice,5/10/16,4/30/16,1042,711,197.a3,0," 2nd Floor, View-Greenbelt",-5,11,1205,0,1205
571a64fc3004565451453b7d,2X2 ,2X2,,,,,,,,,,,,,,
571a64fc3004565451453b7d,2X2 ,2X2,A205,On Notice,5/6/16,4/30/16,1102,1012,197.c3,0, 2nd Floor,-5,11,1370,0,1370
571a64fc3004565451453b7d,2X2 ,2X2,K103,On Notice,5/20/16,5/10/16,1090,900,197.c1,55,,55,10,1445,0,1445
571a64fc3004565451453b7d,2X2 ,2X2,H101,On Notice,6/6/16,5/31/16,1131,936,197.b1,-50,,-50,10,1335,0,1335
571a64fc3004565451453b7d,2X2 ,2X2,H308,On Notice,6/8/16,5/31/16,1135,936,197.b1,-50," Fireplace, Vaulted Ceiling",-40,10,1345,0,1345
571a64fc3004565451453b7d,3X2 ,2X2,,,,,,,,,,,,,,
571a64fc3004565451453b7d,3X2 ,2X2,I302,Vacant Ready,4/22/16,3/31/16,0,1120,1.97E+03,0," Fireplace, Vaulted Ceiling, View-Greenbelt",10,11,1365,0,1365
571a64fc3004565451453b7e,1X1 ,2X2,,,,,,,,,,,,,,
571a64fc3004565451453b7e,1X1 ,2X2,J302,Vacant Ready,4/22/16,3/29/16,948,845,198.a1r,0," 3rd Floor, a1r - 1 Bedroom Reno Adj, Corner Unit, Renovated 1 BD, View-Greenbelt",75,12,1065,0,1065
571a64fc3004565451453b7e,1X1 ,2X2,D104,On Notice,5/11/16,5/1/16,898,845,198.a1r,0," 1st Floor, a1r - 1 Bedroom Reno Adj, Corner Unit, Renovated 1 BD, View-Courtyard",65,11,1075,0,1075
571a64fc3004565451453b7e,2X1 ,2X2,,,,,,,,,,,,,,
571a64fc3004565451453b7e,2X1 ,2X2,E101,On Notice,5/31/16,5/19/16,1047,1042,198.b1r,0," 1st Floor, B1, Corner Unit, Renovated 2 BD, Upgraded Appliances, View-Courtyard",40,11,1280,0,1280
571a64fc3004565451453b7e,2X1 ,2X2,H104,On Notice,5/31/16,5/21/16,1109,1042,198.b1r,0," 1st Floor, B1, Corner Unit, Plank Flooring, Renovated 2 BD, View-Courtyard",100,11,1340,0,1340
571a64fc3004565451453b7e,2X2 ,2X2,,,,,,,,,,,,,,
571a64fc3004565451453b7e,2X2 ,2X2,C203,On Notice,5/18/16,5/9/16,1038,1087,198.c1r,0," Renovated 2 BD, View-Courtyard",50,11,1295,0,1295
571a64fc3004565451453b7e,3X2 ,2X2,,,,,,,,,,,,,,
571a64fc3004565451453b7e,3X2 ,2X2,G202,On Notice,5/10/16,4/30/16,1293,1324,198.e1r,0," e1r - 3 Bedroom Reno Adj, Renovated 3 BD, Top 2nd Floor, View-Courtyard",65,11,1465,0,1465
571a64fc3004565451453b7f,1X1 ,1X1,,,,,,,,,,,,,,
571a64fc3004565451453b7f,1X1 ,1X1,2127,On Notice,6/5/16,5/28/16,894,630,199.a1,0,,0,12,910,0,910
571a64fc3004565451453b7f,1X1A ,1X1,,,,,,,,,,,,,,
571a64fc3004565451453b7f,1X1A ,1X1,1008,On Notice,6/2/16,5/20/16,873,688,199.a2,0, a2 - Sunset Adj,30,10,955,0,955
571a64fc3004565451453b7f,1X1A ,1X1,2052,On Notice,6/29/16,6/8/16,925,688,199.a2,0," a2 - Sunset Adj, View Pool",50,12,975,0,975
571a64fc3004565451453b7f,1X1AR ,1X1,,,,,,,,,,,,,,
571a64fc3004565451453b7f,1X1AR ,1X1,2164,Vacant Ready,4/22/16,4/17/16,885,688,199.a2r,0," a2 - Sunset Adj, Renovated 1 BD",155,12,1005,0,1005
571a64fc3004565451453b7f,1X1AR ,1X1,2276,On Notice,6/10/16,6/2/16,1195,688,199.a2r,0," a2 - Sunset Adj, Renovated 1 BD, View-Territorial",165,12,1015,0,1015
571a64fc3004565451453b7f,1X1AR ,1X1,2252,On Notice,6/14/16,6/2/16,930,688,199.a2r,0," a2 - Sunset Adj, Renovated 1 BD",155,12,1005,0,1005
571a64fc3004565451453b7f,1X1AR ,1X1,1052,On Notice,6/18/16,6/8/16,905,688,199.a2r,0," a2 - Sunset Adj, Renovated 1 BD, View Pool",175,12,1025,0,1025
571a64fc3004565451453b7f,1X1AR ,1X1,1280,On Notice,6/20/16,6/10/16,940,688,199.a2r,0," a2 - Sunset Adj, Renovated 1 BD, View-Territorial",165,12,1015,0,1015
571a64fc3004565451453b7f,1X1AR ,1X1,2004,On Notice,7/8/16,6/27/16,865,688,199.a2r,0," a2 - Sunset Adj, Grey Package, Renovated 1 BD",155,12,1005,0,1005
571a64fc3004565451453b7f,1X1R ,1X1,,,,,,,,,,,,,,
571a64fc3004565451453b7f,1X1R ,1X1,2002,Vacant Unavailable,5/10/16,4/19/16,1120,630,199.a1r,0," Grey Package, Renovated 1 BD",125,10,915,0,915
571a64fc3004565451453b7f,1X1R ,1X1,2266,On Notice,5/17/16,5/7/16,845,630,199.a1r,0," Grey Package, Renovated 1 BD",125,11,915,0,915
571a64fc3004565451453b7f,1X1R ,1X1,2262,On Notice,5/23/16,5/7/16,875,630,199.a1r,0, Renovated 1 BD,125,12,915,0,915
571a64fc3004565451453b7f,1X1R ,1X1,2279,On Notice,6/6/16,5/27/16,932,630,199.a1r,0," Renovated 1 BD, View-Territorial",135,12,920,0,920
571a64fc3004565451453b7f,1X1R ,1X1,1019,On Notice,6/24/16,6/18/16,900,630,199.a1r,0, Renovated 1 BD,125,12,910,0,910
571a64fc3004565451453b7f,1X1R ,1X1,1123,On Notice,6/28/16,6/18/16,920,630,199.a1r,0," Renovated 1 BD, View Pool",145,12,930,0,930
571a64fc3004565451453b7f,1X1R ,1X1,2051,On Notice,7/11/16,7/1/16,950,630,199.a1r,0," Renovated 1 BD, View Pool",145,11,930,0,930
571a64fc3004565451453b7f,2X1R ,2X1,,,,,,,,,,,,,,
571a64fc3004565451453b7f,2X1R ,2X1,1101,On Notice,6/3/16,5/24/16,1038,816,199.b1r,-85," 1st Floor, Renovated 2 BD",80,10,1255,0,1255
571a64fc3004565451453b7f,2X1R ,2X1,1089,On Notice,7/2/16,6/22/16,1044,816,199.b1r,-85," 1st Floor, Renovated 2 BD",80,10,1185,0,1185
571a64fc3004565451453b7f,2X2A ,2X2,,,,,,,,,,,,,,
571a64fc3004565451453b7f,2X2A ,2X2,1232,On Notice,6/29/16,6/19/16,1137,1061,199.c2,0, c2 - Marina Adj,40,12,1095,0,1095
571a64fc3004565451453b7f,2X2AR ,2X2,,,,,,,,,,,,,,
571a64fc3004565451453b7f,2X2AR ,2X2,2036,Vacant Ready,4/22/16,4/12/16,1185,1061,199.c2r,-30," c2 - Marina Adj, Renovated 2 BD",160,11,1105,0,1105
571a64fc3004565451453b7f,2X2AR ,2X2,2072,On Notice,5/16/16,5/2/16,1078,1061,199.c2r,-30," c2 - Marina Adj, Grey Package, Renovated 2 BD",160,11,1115,0,1115
571a64fc3004565451453b7f,2X2AR ,2X2,1180,On Notice,6/6/16,5/27/16,1190,1061,199.c2r,-30," 1st Floor, c2 - Marina Adj, Renovated 2 BD",175,10,1130,0,1130
571a64fc3004565451453b7f,2X2AR ,2X2,2244,On Notice,6/6/16,5/27/16,1125,1061,199.c2r,-30," c2 - Marina Adj, Renovated 2 BD",160,10,1115,0,1115
571a64fc3004565451453b7f,2X2AR ,2X2,1065,On Notice,6/24/16,6/12/16,1083,1061,199.c2r,-30," 1st Floor, c2 - Marina Adj, Grey Package, Renovated 2 BD, View Pool",195,12,1140,0,1140
571a64fc3004565451453b7f,2X2AR ,2X2,1116,On Notice,7/1/16,6/10/16,1335,1061,199.c2r,-30," c2 - Marina Adj, Grey Package, Renovated 2 BD, View Pool",180,12,1125,0,1125
571a64fc3004565451453b7f,2X2AR ,2X2,1041,On Notice,7/3/16,6/23/16,1180,1061,199.c2r,-30," 1st Floor, c2 - Marina Adj, Renovated 2 BD",150,12,1095,0,1095
571a64fc3004565451453b7f,2X2R ,2X2,,,,,,,,,,,,,,
571a64fc3004565451453b7f,2X2R ,2X2,2086,Vacant Ready,4/22/16,3/28/16,1035,948,199.c1r,-15, Renovated 2 BD,135,12,1125,0,1125
571a64fc3004565451453b7f,2X2R ,2X2,2066,On Notice,5/18/16,5/8/16,1093,948,199.c1r,-15," Renovated 2 BD, View Pool",155,11,1155,0,1155
571a64fc3004565451453b7f,2X2R ,2X2,2106,On Notice,5/21/16,5/6/16,950,948,199.c1r,-15," Grey Package, Renovated 2 BD, View Pool",155,11,1155,0,1155
571a64fc3004565451453b7f,2X2R ,2X2,2158,On Notice,5/24/16,5/14/16,1095,948,199.c1r,-15, Renovated 2 BD,135,11,1135,0,1135
571a64fc3004565451453b7f,2X2R ,2X2,1031,On Notice,6/20/16,5/31/16,945,948,199.c1r,-15," 1st Floor, Grey Package, Renovated 2 BD",150,12,1140,0,1140
571a64fc3004565451453b7f,2X2R ,2X2,1082,On Notice,6/24/16,6/11/16,1090,948,199.c1r,-15," 1st Floor, Renovated 2 BD, View Pool",170,12,1160,0,1160
571a64fc3004565451453b7f,2X2R ,2X2,2178,On Notice,6/27/16,5/18/16,1085,948,199.c1r,-15," Grey Package, Renovated 2 BD",135,12,1125,0,1125
571a64fc3004565451453b7f,2X2R ,2X2,1231,On Notice,6/30/16,6/14/16,1316,948,199.c1r,-15," 1st Floor, Renovated 2 BD",150,12,1140,0,1140
571a64fc3004565451453b7f,2X2R ,2X2,2242,On Notice,7/10/16,6/15/16,1300,948,199.c1r,-15, Renovated 2 BD,135,12,1125,0,1125
571a64fc3004565451453b7f,2X2R ,2X2,1155,On Notice,7/15/16,6/30/16,977,948,199.c1r,-15," Grey Package, Renovated 2 BD, View Pool",155,12,1155,0,1155
571a64fc3004565451453b7f,2X2R ,2X2,2230,On Notice,7/19/16,6/25/16,979,948,199.c1r,-15," Grey Package, Renovated 2 BD",135,12,1150,0,1150
571a64fc3004565451453b7f,3X2 ,3X2,,,,,,,,,,,,,,
571a64fc3004565451453b7f,3X2 ,3X2,2097,On Notice,5/10/16,5/3/16,1175,1133,1.99E+03,0,,0,10,1225,0,1225
571a64fc3004565451453b7f,3X2R ,3X2,,,,,,,,,,,,,,
571a64fc3004565451453b7f,3X2R ,3X2,1096,Vacant Ready,4/22/16,4/6/16,1170,1133,199.e1r,0," 1st Floor, Grey Package, Renovated 3 BD",190,10,1385,0,1385
571a64fc3004565451453b7f,3X2R ,3X2,2080,Vacant Ready,4/22/16,2/9/16,1275,1133,199.e1r,0, Renovated 3 BD,175,10,1370,0,1370
571a64fc3004565451453b7f,3X2R ,3X2,2096,On Notice,6/6/16,5/22/16,1305,1133,199.e1r,0, Renovated 3 BD,175,12,1395,0,1395
571a64fc3004565451453b7f,3X2R ,3X2,2057,On Notice,6/13/16,5/29/16,1267,1133,199.e1r,0, Renovated 3 BD,175,12,1385,0,1385
571a64fc3004565451453b7f,3X2R ,3X2,1108,On Notice,6/21/16,6/11/16,1375,1133,199.e1r,0," 1st Floor, Renovated 3 BD, View Pool",210,12,1420,0,1420
571a64fc3004565451453b7f,3X2R ,3X2,2257,On Notice,6/23/16,6/11/16,1285,1133,199.e1r,0, Renovated 3 BD,175,12,1385,0,1385
571a64fc3004565451453b7f,3X2R ,3X2,1105,On Notice,7/9/16,6/29/16,1305,1133,199.e1r,0," 1st Floor, Renovated 3 BD, View Pool",210,12,1430,0,1430
571a64fc3004565451453b7f,3X2R ,3X2,2156,On Notice,7/10/16,6/16/16,1280,1133,199.e1r,0, Renovated 3 BD,175,12,1395,0,1395
571a64fc3004565451453b80,1X1-LRG ,1X1-LRG,,,,,,,,,,,,,,
571a64fc3004565451453b80,1X1-LRG ,1X1-LRG,119,Vacant Ready,4/22/16,4/11/16,925,655,210.a2,0, 1st Floor,5,11,1185,0,1185
571a64fc3004565451453b80,1X1-LRG ,1X1-LRG,1002,Vacant Ready,4/22/16,3/24/16,1048,655,210.a2,0, Partial Renovation 1 BD,35,11,1215,0,1215
571a64fc3004565451453b80,1X1-LRG ,1X1-LRG,1008,On Notice,5/16/16,5/6/16,1010,655,210.a2r,0, Renovated 1 BD,55,12,1265,0,1265
571a64fc3004565451453b80,1X1-LRG ,1X1-LRG,402,On Notice,5/19/16,5/9/16,1030,655,210.a2r,0, Renovated 1 BD,55,12,1265,0,1265
571a64fc3004565451453b80,1X1-LRG ,1X1-LRG,410,On Notice,6/24/16,6/14/16,1050,655,210.a2r,0, Renovated 1 BD,55,11,1235,0,1235
571a64fc3004565451453b80,1X1-LRG ,1X1-LRG,1512,On Notice,6/25/16,6/15/16,986,655,210.a2r,0, Renovated 1 BD,55,11,1235,0,1235
571a64fc3004565451453b80,1X1-LRG ,1X1-LRG,2209,On Notice,6/25/16,6/15/16,995,655,210.a2r,0," 1st Floor, Renovated 1 BD",60,11,1240,0,1240
571a64fc3004565451453b80,1X1-LRG ,1X1-LRG,415,On Notice,6/26/16,6/16/16,1035,655,210.a2r,0," 1st Floor, Renovated 1 BD",60,11,1240,0,1240
571a64fc3004565451453b80,1X1-LRG ,1X1-LRG,1508,On Notice,6/26/16,6/16/16,1005,655,210.a2r,0, Renovated 1 BD,55,11,1235,0,1235
571a64fc3004565451453b80,1X1-LRG ,1X1-LRG,1502,On Notice,6/29/16,6/19/16,1020,655,210.a2r,0, Renovated 1 BD,55,10,1225,0,1225
571a64fc3004565451453b80,1X1-LRG ,1X1-LRG,1521B,On Notice,7/3/16,6/23/16,1009,655,210.a2r,0," 1st Floor, No Patio Storage, Renovated 1 BD",60,10,1230,0,1230
571a64fc3004565451453b80,1X1-LRG ,1X1-LRG,1922,On Notice,7/4/16,6/24/16,1088,655,210.a2r,0, Renovated 1 BD,55,10,1225,0,1225
571a64fc3004565451453b80,1X1-SML ,1X1-SML,,,,,,,,,,,,,,
571a64fc3004565451453b80,1X1-SML ,1X1-SML,1115,Vacant Ready,4/22/16,4/9/16,920,504,210.a1r,0, Partial Renovation 1 BD,35,10,1110,0,1110
571a64fc3004565451453b80,1X1-SML ,1X1-SML,1814,On Notice,5/18/16,5/8/16,810,504,210.a1,0,,0,11,1110,0,1110
571a64fc3004565451453b80,1X1-SML ,1X1-SML,308,On Notice,5/24/16,5/14/16,790,504,210.a1,0,,0,11,1110,0,1110
571a64fc3004565451453b80,1X1-SML ,1X1-SML,1809,On Notice,6/4/16,5/25/16,873,504,210.a1r,0, Partial Renovation 1 BD,35,10,1135,0,1135
571a64fc3004565451453b80,1X1-SML ,1X1-SML,1818,On Notice,6/13/16,6/3/16,830,504,210.a1,0,,0,10,1075,0,1075
571a64fc3004565451453b80,1X1-SML ,1X1-SML,1803,On Notice,6/24/16,6/14/16,810,504,210.a1,0,,0,10,1075,0,1075
571a64fc3004565451453b80,1X1-SML ,1X1-SML,319,On Notice,7/1/16,6/21/16,930,504,210.a1,0, 1st Floor,5,12,1090,0,1090
571a64fc3004565451453b80,1X1-SML ,1X1-SML,1122,On Notice,7/26/16,7/16/16,893,504,210.a1r,0," 1st Floor, Partial Renovation 1 BD",40,12,1120,0,1120
571a64fc3004565451453b80,1X1-SML ,1X1-SML,1126,On Notice,7/29/16,7/19/16,985,504,210.a1r,0," Partial Renovation 1 BD, View",40,12,1120,0,1120
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,,,,,,,,,,,,,,
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,801,Vacant Ready,4/22/16,3/31/16,1330,908,210.b2r,0," 1st Floor, Renovated 2 BD, Upgraded Appliances, Washer/Dryer In Unit",135,12,1500,0,1500
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,611,On Notice,5/3/16,4/23/16,1390,908,210.b2r,0," 1st Floor, Renovated 2 BD, Upgraded Appliances, Washer/Dryer In Unit",135,12,1510,0,1510
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,1402,On Notice,6/9/16,5/30/16,1400,908,210.b2r,0, Partial Renovation 1 BD,25,11,1420,0,1420
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,1204,On Notice,6/10/16,5/31/16,1247,908,210.b2r,0, Renovated 2 BD,55,11,1450,0,1450
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,605,On Notice,6/11/16,6/1/16,1186,908,210.b2r,0," 1st Floor, Renovated 2 BD, Washer/Dryer In Unit",110,11,1505,0,1505
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,1409,On Notice,6/15/16,6/5/16,1268,908,210.b2r,0," 1st Floor, Renovated 2 BD, Washer/Dryer Hook Ups",70,10,1465,0,1465
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,607,On Notice,6/24/16,6/14/16,1345,908,210.b2r,0," 1st Floor, Renovated 2 BD, Washer/Dryer In Unit",110,10,1505,0,1505
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,807,On Notice,6/25/16,6/15/16,1405,908,210.b2r,0," 1st Floor, Renovated 2 BD, Washer/Dryer In Unit",110,10,1505,0,1505
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,1414,On Notice,6/25/16,6/15/16,1295,908,210.b2r,0, Renovated 2 BD,55,10,1450,0,1450
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,604,On Notice,7/1/16,6/21/16,1225,908,210.b2r,0, Renovated 2 BD,55,10,1445,0,1445
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,1407,On Notice,7/1/16,6/21/16,1600,908,210.b2r,0," 1st Floor, Renovated 2 BD, Washer/Dryer Hook Ups",70,10,1460,0,1460
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,1411,On Notice,7/1/16,6/21/16,1248,908,210.b2r,0," 1st Floor, Renovated 2 BD, Washer/Dryer Hook Ups",70,10,1460,0,1460
571a64fc3004565451453b80,2X2-LRG ,2X2=LRG,614,On Notice,8/20/16,8/10/16,1225,908,210.b2r,0, Renovated 2 BD,55,10,1450,0,1450
571a64fc3004565451453b80,2X2-SML ,2X2-SML,,,,,,,,,,,,,,
571a64fc3004565451453b80,2X2-SML ,2X2-SML,714,Vacant Ready,4/22/16,4/4/16,1200,866,210.b1r,0, Renovated 2 BD,55,12,1345,0,1345
571a64fc3004565451453b80,2X2-SML ,2X2-SML,1602,Vacant Ready,4/22/16,4/11/16,1209,866,210.b1r,0, Renovated 2 BD,55,12,1345,0,1345
571a64fc3004565451453b80,2X2-SML ,2X2-SML,1704,Vacant Ready,4/22/16,3/19/16,1163,866,210.b1r,0, Renovated 2 BD,55,12,1345,0,1345
571a64fc3004565451453b80,2X2-SML ,2X2-SML,1604,Vacant Unavailable,4/28/16,4/18/16,910,866,210.b1r,0, Renovated 2 BD,55,12,1350,0,1350
571a64fc3004565451453b80,2X2-SML ,2X2-SML,510,Vacant Unavailable,5/1/16,4/21/16,1090,866,210.b1r,0," Renovated 2 BD, Upgraded Appliances",80,12,1375,0,1375
571a64fc3004565451453b80,2X2-SML ,2X2-SML,905,Vacant Unavailable,5/1/16,4/21/16,1300,866,210.b1r,0," 1st Floor, Renovated 2 BD, Washer/Dryer In Unit",110,12,1405,0,1405
571a64fc3004565451453b80,2X2-SML ,2X2-SML,1606,On Notice,6/1/16,5/12/16,1138,866,210.b1r,0," Renovated 2 BD, Upgraded Appliances",80,11,1375,0,1375
571a64fc3004565451453b80,2X2-SML ,2X2-SML,1608,On Notice,6/8/16,5/29/16,1090,866,210.b1,0,,0,10,1295,0,1295
571a64fc3004565451453b80,2X2-SML ,2X2-SML,208,On Notice,6/9/16,5/30/16,1280,866,210.b1r,0, Renovated 2 BD,55,10,1350,0,1350
571a64fc3004565451453b80,2X2-SML ,2X2-SML,702,On Notice,6/9/16,5/30/16,1415,866,210.b1r,0, Partial Renovation 2 BD,35,10,1330,0,1330
571a64fc3004565451453b80,2X2-SML ,2X2-SML,1310,On Notice,6/9/16,5/30/16,1490,866,210.b1r,0, Renovated 2 BD,55,10,1350,0,1350
